project_gid,project_name,canonical_phase,n_tasks,n_completed,n_assignees,first_completed,last_completed,span_days,tracked_minutes,tracked_hours,total_subtasks,n_activity,n_comments,bulk_created_fraction
1205980079388145,Teaching Everyone,Media - Graphics,5,5,0,2023-12-19T19:30:59.251000+00:00,2023-12-19T19:31:02.223000+00:00,0,0.0,0.0,0,0,0,0.2
1205980079388145,Teaching Everyone,Media - Post-production,4,4,2,2024-04-24T13:11:56.836000+00:00,2024-08-09T13:30:45.800000+00:00,107,0.0,0.0,16,0,0,0.25
1205980079388145,Teaching Everyone,Media - Pre-production,10,10,0,2023-12-19T18:42:31.348000+00:00,2024-03-07T16:45:59.666000+00:00,79,0.0,0.0,18,0,0,0.1
1205980079388145,Teaching Everyone,Media - Production,3,3,0,2024-01-29T03:13:16.115000+00:00,2024-03-07T16:46:23.905000+00:00,38,0.0,0.0,0,0,0,0.33
1208255134984932,The Qur’an and the Bible (Gabriel Reynolds),Consutlation,1,0,0,,,,0.0,0.0,0,0,0,1.0
1208255134984932,The Qur’an and the Bible (Gabriel Reynolds),Course Map,5,5,1,2024-12-20T15:05:21.956000+00:00,2025-05-13T14:43:25.186000+00:00,144,0.0,0.0,0,0,0,0.2
1208255134984932,The Qur’an and the Bible (Gabriel Reynolds),Coursera Site,2,1,1,2025-05-16T13:43:25.921000+00:00,2025-05-16T13:43:25.921000+00:00,0,0.0,0.0,0,0,0,0.5
1208255134984932,The Qur’an and the Bible (Gabriel Reynolds),PM Time Tracking,22,22,1,2025-02-04T13:42:33.388000+00:00,2025-06-29T18:32:34.921000+00:00,145,1675.0,27.92,1,0,0,0.05
1208255134984932,The Qur’an and the Bible (Gabriel Reynolds),Untitled section,14,14,2,2024-10-14T01:03:55.089000+00:00,2025-02-05T20:48:59.474000+00:00,114,2800.0,46.67,21,0,0,0.07
1208255134985069,Travel Safety 101,Untitled section,13,8,0,2024-11-05T17:45:00.782000+00:00,2025-03-05T19:41:02.463000+00:00,120,945.0,15.75,0,0,0,0.08
1209417479528380,Videos for Eva,Analysis,8,0,0,,,,0.0,0.0,0,0,0,0.12
1209417479528380,Videos for Eva,Post-Production,7,6,0,2025-02-19T19:26:06.945000+00:00,2025-05-19T17:58:08.497000+00:00,89,1155.0,19.25,0,0,0,0.14
1209417479528380,Videos for Eva,Post-Project Evaluation,4,0,0,,,,0.0,0.0,0,0,0,0.25
1209417479528380,Videos for Eva,Pre-Production,6,0,0,,,,0.0,0.0,0,0,0,0.17
1209417479528380,Videos for Eva,Production,4,3,0,2025-02-17T15:23:37.598000+00:00,2025-05-07T19:12:24.014000+00:00,79,600.0,10.0,0,0,0,0.25
1207760971753765,XR Spanish Escape Room,Development Before Playtesting,6,6,1,2024-10-22T13:23:34.965000+00:00,2024-12-09T05:33:16.343000+00:00,48,0.0,0.0,2,0,0,0.17
1207760971753765,XR Spanish Escape Room,Final Development items (Spring),5,0,1,,,,60.0,1.0,0,0,0,0.2
1207760971753765,XR Spanish Escape Room,Finished / Summer Tasks,5,5,1,2024-07-15T14:07:20.594000+00:00,2024-07-29T14:19:14.975000+00:00,14,0.0,0.0,19,0,0,0.2
1207760971753765,XR Spanish Escape Room,Testing w/students around fall break,2,2,1,2024-12-09T05:33:18.888000+00:00,2024-12-09T05:33:19.504000+00:00,0,0.0,0.0,0,0,0,0.5
1207760971753765,XR Spanish Escape Room,To-Do,2,1,1,2024-09-22T22:50:03.181000+00:00,2024-09-22T22:50:03.181000+00:00,0,0.0,0.0,5,0,0,0.5
1207760971753765,XR Spanish Escape Room,Working on,1,1,1,2024-08-05T01:49:37.750000+00:00,2024-08-05T01:49:37.750000+00:00,0,0.0,0.0,9,0,0,1.0
1209243150458283,XR for Law - Car Crash,Development,5,5,1,2025-03-25T13:37:54.481000+00:00,2025-03-25T13:38:14.020000+00:00,0,0.0,0.0,0,0,0,0.2
1209243150458283,XR for Law - Car Crash,Untitled section,3,3,1,2025-01-27T14:49:43.759000+00:00,2025-03-25T13:37:53.208000+00:00,57,0.0,0.0,1,0,0,0.33
